コード,銘柄名
7805,プリントネット
7806,ＭＴＧ
7807,幸和製作所
7808,シー・エス・ランバー
7809,壽屋
7810,クロスフォー
7811,中本パックス
7812,クレステック
7813,プラッツ
7814,日本創発グループ
7815,東京ボード工業
7816,スノーピーク
7817,パラマウントベッドホールディングス
7818,トランザクション
7819,粧美堂
7820,ニホンフラッシュ
7821,前田工繊
7822,永大産業
7823,アートネイチャー
7826,フルヤ金属
7827,オービス
7829,サマンサタバサジャパンリミテッド
7831,ウイルコホールディングス
7832,バンダイナムコホールディングス
7833,アイフィスジャパン
7836,アビックス
7837,アールシーコア
7838,共立印刷
7839,ＳＨＯＥＩ
7840,フランスベッドホールディングス
7841,遠藤製作所
7844,マーベラス
7846,パイロットコーポレーション
7847,グラファイトデザイン
7849,スターツ出版
7850,総合商研
7851,カワセコンピュータサプライ
7856,萩原工業
7857,セキ
7859,アルメディオ
7860,エイベックス
7863,平賀
7864,フジシールインターナショナル
7865,ピープル
7867,タカラトミー
7868,広済堂ホールディングス
7871,フクビ化学工業
7872,エステールホールディングス
7874,レック
7875,竹田印刷
7877,永大化工
7878,光・彩
7879,ノダ
7883,サンメッセ
7885,タカノ
7886,ヤマト・インダストリー
7887,南海プライウッド
7888,三光合成
7893,プロネクサス
7895,中央化学
7896,セブン工業
7897,ホクシン
7898,ウッドワン
7899,ＭＩＣＳ化学
7901,マツモト
7902,ソノコム
7905,大建工業
7906,ヨネックス
7908,きもと
7911,凸版印刷
7912,大日本印刷
7914,共同印刷
7915,ＮＩＳＳＨＡ
7916,光村印刷
7917,藤森工業
7918,ヴィア・ホールディングス
7919,野崎印刷紙業
7921,ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ
7922,三光産業
7923,トーイン
7925,前澤化成工業
7927,ムトー精工
7928,旭化学工業
7931,未来工業
7932,ニッピ
7936,アシックス
7937,ツツミ
7938,リーガルコーポレーション
7939,研創
7940,ウェーブロックホールディングス
7942,ＪＳＰ
7943,ニチハ
7944,ローランド
7945,コマニー
7946,光陽社
7947,エフピコ
7949,小松ウオール工業
7951,ヤマハ
7952,河合楽器製作所
7953,菊水化学工業
7955,クリナップ
7956,ピジョン
7957,フジコピアン
7958,天馬
7961,兼松サステック
7962,キングジム
7963,興研
7965,象印マホービン
7966,リンテック
7970,信越ポリマー
7971,東リ
7972,イトーキ
7974,任天堂
7975,リヒトラブ
7976,三菱鉛筆
7979,松風
7980,重松製作所
7981,タカラスタンダード
7983,ミロク
7984,コクヨ
7985,ネポン
7986,日本アイ・エス・ケイ
7987,ナカバヤシ
7988,ニフコ
7989,立川ブラインド工業
7990,グローブライド
7991,マミヤ・オーピー
7992,セーラー万年筆
7994,オカムラ
7995,バルカー
7997,くろがね工作所
7999,ＭＵＴＯＨホールディングス
8001,伊藤忠商事
8002,丸紅
8005,スクロール
8006,ユアサ・フナショク
8007,高島
8008,ヨンドシーホールディングス
8011,三陽商会
8012,長瀬産業
8013,ナイガイ
8014,蝶理
8015,豊田通商
8016,オンワードホールディングス
8018,三共生興
8020,兼松
8022,美津濃
8023,大興電子通信
8025,ツカモトコーポレーション
8029,ルックホールディングス
8030,中央魚類
8031,三井物産
8032,日本紙パルプ商事
8035,東京エレクトロン
8037,カメイ
8038,東都水産
8039,築地魚市場
8040,東京ソワール
8041,ＯＵＧホールディングス
8043,スターゼン
8045,横浜丸魚
8046,丸藤シートパイル
8050,セイコーホールディングス
8051,山善
8052,椿本興業
8053,住友商事
8056,ＢＩＰＲＯＧＹ
8057,内田洋行
8058,三菱商事
8059,第一実業
8060,キヤノンマーケティングジャパン
8061,西華産業
8065,佐藤商事
8066,三谷商事
8068,菱洋エレクトロ
8070,東京産業
8072,日本出版貿易
8074,ユアサ商事
8075,神鋼商事
8077,トルク
8078,阪和興業
8079,正栄食品工業
8081,カナデン
8084,菱電商事
8085,ナラサキ産業
8086,ニプロ
8088,岩谷産業
8089,ナイス
8091,ニチモウ
8093,極東貿易
8095,アステナホールディングス
8096,兼松エレクトロニクス
8097,三愛オブリ
8098,稲畑産業
8101,ＧＳＩクレオス
8103,明和産業
8104,クワザワホールディングス
8105,堀田丸正
8107,キムラタン
8111,ゴールドウイン
8113,ユニ・チャーム
8114,デサント
8115,ムーンバット
8117,中央自動車工業
8118,キング
8119,三栄コーポレーション
8123,川辺
8125,ワキタ
8127,ヤマトインターナショナル
8129,東邦ホールディングス
8130,サンゲツ
8131,ミツウロコグループホールディングス
8132,シナネンホールディングス
8133,伊藤忠エネクス
8135,ゼット
8136,サンリオ
8137,サンワテクノス
8138,三京化成
8139,ナガホリ
8140,リョーサン
8141,新光商事
8142,トーホー
8143,ラピーヌ
8144,電響社
8147,トミタ
8150,三信電気
8151,東陽テクニカ
8152,ソマール
8153,モスフードサービス
8154,加賀電子
8155,三益半導体工業
8157,都築電気
8158,ソーダニッカ
8159,立花エレテック
8160,木曽路
8163,ＳＲＳホールディングス
8165,千趣会
8166,タカキュー
8167,リテールパートナーズ
8168,ケーヨー
8173,上新電機
8174,日本瓦斯
8179,ロイヤルホールディングス
8181,東天紅
8182,いなげや
8185,チヨダ
8194,ライフコーポレーション
8198,マックスバリュ東海
8200,リンガーハット
8202,ラオックス
8203,ＭｒＭａｘＨＤ
8207,テンアライド
8208,エンチョー
8209,フレンドリー
8214,ＡＯＫＩホールディングス
8215,銀座山形屋
8217,オークワ
8218,コメリ
8219,青山商事
8225,タカチホ
8226,理経
8227,しまむら
8230,はせがわ
8233,高島屋
8237,松屋
8242,エイチ・ツー・オー　リテイリング
8244,近鉄百貨店
8247,大和
8249,テクノアソシエ
8252,丸井グループ
8253,クレディセゾン
8254,さいか屋
8255,アクシアル　リテイリング
8256,プロルート丸光
8260,井筒屋
8267,イオン
8273,イズミ
8275,フォーバル
8276,平和堂
8278,フジ
8279,ヤオコー
8281,ゼビオホールディングス
8282,ケーズホールディングス
8283,ＰＡＬＴＡＣ
8285,三谷産業
8289,Ｏｌｙｍｐｉｃグループ
8291,日産東京販売ホールディングス
8303,新生銀行
8304,あおぞら銀行
8306,三菱ＵＦＪフィナンシャル・グループ
8308,りそなホールディングス
8309,三井住友トラスト・ホールディングス
8316,三井住友フィナンシャルグループ
8331,千葉銀行
8334,群馬銀行
8336,武蔵野銀行
8337,千葉興業銀行
8338,筑波銀行
8341,七十七銀行
8343,秋田銀行
8344,山形銀行
8345,岩手銀行
8346,東邦銀行
8349,東北銀行
8354,ふくおかフィナンシャルグループ
8355,静岡銀行
8358,スルガ銀行
8359,八十二銀行
8360,山梨中央銀行
8361,大垣共立銀行
8362,福井銀行
8364,清水銀行
8365,富山銀行
8366,滋賀銀行
8367,南都銀行
8368,百五銀行
8369,京都銀行
8370,紀陽銀行
8377,ほくほくフィナンシャルグループ
8381,山陰合同銀行
8382,中国銀行
8383,鳥取銀行
8385,伊予銀行
8386,百十四銀行
8387,四国銀行
8388,阿波銀行
8392,大分銀行
8393,宮崎銀行
8395,佐賀銀行
8399,琉球銀行
8410,セブン銀行
8411,みずほフィナンシャルグループ
8416,高知銀行
8418,山口フィナンシャルグループ
8424,芙蓉総合リース
8425,みずほリース
8439,東京センチュリー
8462,フューチャーベンチャーキャピタル
8473,ＳＢＩホールディングス
8508,Ｊトラスト
8511,日本証券金融
8515,アイフル
8518,日本アジア投資
8521,長野銀行
8522,名古屋銀行
8524,北洋銀行
8527,愛知銀行
8530,中京銀行
8537,大光銀行
8541,愛媛銀行
8542,トマト銀行
8544,京葉銀行
8550,栃木銀行
8551,北日本銀行
8558,東和銀行
8562,福島銀行
8563,大東銀行
8566,リコーリース
8570,イオンフィナンシャルサービス
8572,アコム
8584,ジャックス
8585,オリエントコーポレーション
8591,オリックス
8593,三菱ＨＣキャピタル
8595,ジャフコ　グループ
8596,九州リースサービス
8600,トモニホールディングス
8601,大和証券グループ本社
8604,野村ホールディングス
8609,岡三証券グループ
8613,丸三証券
8614,東洋証券
8616,東海東京フィナンシャル・ホールディングス
8617,光世証券
8622,水戸証券
8624,いちよし証券
8628,松井証券
8630,ＳＯＭＰＯホールディングス
8697,日本取引所グループ
8698,マネックスグループ
8699,ＨＳホールディングス
8700,丸八証券
8704,トレイダーズホールディングス
8705,岡藤日産証券ホールディングス
8706,極東証券
8707,岩井コスモホールディングス
8708,アイザワ証券グループ
8713,フィデアホールディングス
8714,池田泉州ホールディングス
8715,アニコム　ホールディングス
8725,ＭＳ＆ＡＤインシュアランスグループホールディングス
8732,マネーパートナーズグループ
8737,あかつき本社
8739,スパークス・グループ
8742,小林洋行
8746,第一商品
8747,豊トラスティ証券
8750,第一生命ホールディングス
8766,東京海上ホールディングス
8769,アドバンテッジリスクマネジメント
8771,イー・ギャランティ
8772,アサックス
8783,ＧＦＡ
8789,フィンテック　グローバル
8793,ＮＥＣキャピタルソリューション
8795,Ｔ＆Ｄホールディングス
8798,アドバンスクリエイト
8801,三井不動産
8802,三菱地所
8803,平和不動産
8804,東京建物
8818,京阪神ビルディング
8830,住友不動産
8835,太平洋興発
8836,ＲＩＳＥ
8841,テーオーシー
8842,東京楽天地
8844,コスモスイニシア
8848,レオパレス２１
8850,スターツコーポレーション
8854,日住サービス
8860,フジ住宅
8864,空港施設
8869,明和地所
8871,ゴールドクレスト
8876,リログループ
8877,エスリード
8881,日神グループホールディングス
8886,ウッドフレンズ
8887,リベレステ
8889,ＡＰＡＭＡＮ
8890,レーサム
8891,ＡＭＧホールディングス
8892,日本エスコン
8893,新日本建物
8894,ＲＥＶＯＬＵＴＩＯＮ
8897,タカラレーベン
8898,センチュリー２１・ジャパン
8903,サンウッド
8904,ＡＶＡＮＴＩＡ
8905,イオンモール
8908,毎日コムネット
8909,シノケングループ
8912,エリアクエスト
8914,エリアリンク
8917,ファースト住建
8918,ランド
8919,カチタス
8920,東祥
8923,トーセイ
8925,アルデプロ
8927,明豊エンタープライズ
8928,穴吹興産
8929,青山財産ネットワークス
8931,和田興産
8934,サンフロンティア不動産
8935,ＦＪネクストホールディングス
8938,グローム・ホールディングス
8940,インテリックス
8944,ランドビジネス
8945,サンネクスタグループ
8946,ＡＳＩＡＮ　ＳＴＡＲ
8995,誠建設工業
8999,グランディハウス
9001,東武鉄道
9003,相鉄ホールディングス
9005,東急
9006,京浜急行電鉄
9007,小田急電鉄
9008,京王電鉄
9009,京成電鉄
9010,富士急行
9012,秩父鉄道
9014,新京成電鉄
9017,新潟交通
9020,東日本旅客鉄道
9021,西日本旅客鉄道
9022,東海旅客鉄道
9024,西武ホールディングス
9025,鴻池運輸
9028,ゼロ
9029,ヒガシトゥエンティワン
9031,西日本鉄道
9033,広島電鉄
9034,南総通運
9036,東部ネットワーク
9037,ハマキョウレックス
9039,サカイ引越センター
9041,近鉄グループホールディングス
9042,阪急阪神ホールディングス
9044,南海電気鉄道
9045,京阪ホールディングス
9046,神戸電鉄
9048,名古屋鉄道
9049,京福電気鉄道
9051,センコン物流
9052,山陽電気鉄道
9055,アルプス物流
9057,遠州トラック
9058,トランコム
9059,カンダホールディングス
9060,日本ロジテム
9063,岡山県貨物運送
9064,ヤマトホールディングス
9065,山九
9066,日新
9067,丸運
9068,丸全昭和運輸
9069,センコーグループホールディングス
9070,トナミホールディングス
9072,ニッコンホールディングス
9073,京極運輸商事
9074,日本石油輸送
9075,福山通運
9076,セイノーホールディングス
9078,エスライン
9081,神奈川中央交通
9082,大和自動車交通
9083,神姫バス
9086,日立物流
9087,タカセ
9090,丸和運輸機関
9099,Ｃ＆Ｆロジホールディングス
9101,日本郵船
9104,商船三井
9107,川崎汽船
9110,ＮＳユナイテッド海運
9115,明治海運
9119,飯野海運
9127,玉井商船
9130,共栄タンカー
9142,九州旅客鉄道
9143,ＳＧホールディングス
9145,ビーイングホールディングス
9147,ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス
9171,栗林商船
9173,東海汽船
9193,東京汽船
9201,日本航空
9202,ＡＮＡホールディングス
9206,スターフライヤー
9211,エフ・コード
9212,Ｇｒｅｅｎ　Ｅａｒｔｈ　Ｉｎｓｔｉｔｕｔｅ
9213,セイファート
9214,Ｒｅｃｏｖｅｒｙ　Ｉｎｔｅｒｎａｔｉｏｎａｌ
9215,ＣａＳｙ
9216,ビーウィズ
9218,メンタルヘルステクノロジーズ
9219,ギックス
9220,エフビー介護サービス
9221,フルハシＥＰＯ
9227,マイクロ波化学
9229,サンウェルズ
9232,パスコ
9233,アジア航測
9240,デリバリーコンサルティング
9241,フューチャーリンクネットワーク
9242,メディア総研
9244,デジタリフト
9245,リベロ
9246,プロジェクトカンパニー
9247,ＴＲＥホールディングス
9248,人・夢・技術グループ
9249,日本エコシステム
9250,ＧＲＣＳ
9251,ＡＢ＆Ｃｏｍｐａｎｙ
9252,ラストワンマイル
9253,スローガン
9254,ラバブルマーケティンググループ
9256,サクシード
9258,ＣＳ－Ｃ
9259,タカヨシ
9260,西本Ｗｉｓｍｅｔｔａｃホールディングス
9262,シルバーライフ
9263,ビジョナリーホールディングス
9264,ポエック
9265,ヤマシタヘルスケアホールディングス
9267,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ
9268,オプティマスグループ
9270,バリュエンスホールディングス
9271,和心
9272,ブティックス
9273,コーア商事ホールディングス
9274,国際紙パルプ商事
9275,ナルミヤ・インターナショナル
9278,ブックオフグループホールディングス
9279,ギフトホールディングス
9301,三菱倉庫
9302,三井倉庫ホールディングス
9303,住友倉庫
9304,澁澤倉庫
9305,ヤマタネ
9306,東陽倉庫
9307,杉村倉庫
9308,乾汽船
9310,日本トランスシティ
9311,アサガミ
9312,ケイヒン
9313,丸八倉庫
9318,アジア開発キャピタル
9319,中央倉庫
9322,川西倉庫
9324,安田倉庫
9325,ファイズホールディングス
9326,関通
9327,イー・ロジット
9351,東洋埠頭
9353,櫻島埠頭
9355,リンコーコーポレーション
9360,鈴与シンワート
9361,伏木海陸運送
9362,兵機海運
9363,大運
9364,上組
9365,トレーディア
9366,サンリツ
9367,大東港運
9368,キムラユニティー
9369,キユーソー流通システム
9375,近鉄エクスプレス
9376,ユーラシア旅行社
9377,エージーピー
9380,東海運
9381,エーアイテイー
9384,内外トランスライン
9385,ショーエイコーポレーション
9386,日本コンセプト
9401,ＴＢＳホールディングス
9404,日本テレビホールディングス
9405,朝日放送グループホールディングス
9408,新潟放送
9409,テレビ朝日ホールディングス
9412,スカパーＪＳＡＴホールディングス
9413,テレビ東京ホールディングス
9414,日本ＢＳ放送
9416,ビジョン
9417,スマートバリュー
9418,ＵＳＥＮ－ＮＥＸＴ　ＨＯＬＤＩＮＧＳ
9419,ワイヤレスゲート
9421,エヌジェイホールディングス
9422,コネクシオ
9423,フォーバル・リアルストレート
9424,日本通信
9425,日本テレホン
9428,クロップス
9432,日本電信電話
9433,ＫＤＤＩ
9434,ソフトバンク
9435,光通信
9436,沖縄セルラー電話
9438,エムティーアイ
9439,エム・エイチ・グループ
9441,ベルパーク
9444,トーシンホールディングス
9445,フォーバルテレコム
9446,サカイホールディングス
9449,ＧＭＯインターネット
9450,ファイバーゲート
9466,アイドママーケティングコミュニケーション
9467,アルファポリス
9468,ＫＡＤＯＫＡＷＡ
9470,学研ホールディングス
9474,ゼンリン
9475,昭文社ホールディングス
9476,中央経済社ホールディングス
9478,ＳＥホールディングス・アンド・インキュベーションズ
9479,インプレスホールディングス
9501,東京電力ホールディングス
9502,中部電力
9503,関西電力
9504,中国電力
9505,北陸電力
9506,東北電力
9507,四国電力
9508,九州電力
9509,北海道電力
9511,沖縄電力
9513,電源開発
9514,エフオン
9517,イーレックス
9519,レノバ
9522,リニューアブル・ジャパン
9531,東京瓦斯
9532,大阪瓦斯
9533,東邦瓦斯
9534,北海道瓦斯
9535,広島ガス
9536,西部ガスホールディングス
9537,北陸瓦斯
9539,京葉瓦斯
9543,静岡ガス
9551,メタウォーター
9552,Ｍ＆Ａ総合研究所
9553,マイクロアド
9554,ＡＶｉＣ
9600,アイネット
9601,松竹
9602,東宝
9603,エイチ・アイ・エス
9605,東映
9610,ウィルソン・ラーニング　ワールドワイド
9612,ラックランド
9613,エヌ・ティ・ティ・データ
9616,共立メンテナンス
9619,イチネンホールディングス
9621,建設技術研究所
9622,スペース
9625,セレスポ
9627,アインホールディングス
9628,燦ホールディングス
9629,ピー・シー・エー
9631,東急レクリエーション
9632,スバル興業
9633,東京テアトル
9635,武蔵野興業
9636,きんえい
9637,オーエス
9639,三協フロンテア
9640,セゾン情報システムズ
9641,サコス
9644,タナベ経営
9647,協和コンサルタンツ
9651,日本プロセス
9656,グリーンランドリゾート
9658,ビジネスブレイン太田昭和
9661,歌舞伎座
9663,ナガワ
9672,東京都競馬
9675,常磐興産
9678,カナモト
9679,ホウライ
9682,ＤＴＳ
9684,スクウェア・エニックス・ホールディングス
9685,ＫＹＣＯＭホールディングス
9686,東洋テック
9687,ＫＳＫ
9691,両毛システムズ
9692,シーイーシー
9696,ウィザス
9697,カプコン
9698,クレオ
9699,西尾レントオール
9701,東京會舘
9702,アイ・エス・ビー
9704,アゴーラ　ホスピタリティー　グループ
9706,日本空港ビルデング
9708,帝国ホテル
9709,ＮＣＳ＆Ａ
9713,ロイヤルホテル
9715,トランス・コスモス
9716,乃村工藝社
9717,ジャステック
9719,ＳＣＳＫ
9720,ホテル、ニューグランド
9722,藤田観光
9723,京都ホテル
9726,ＫＮＴ－ＣＴホールディングス
9728,日本管財
9729,トーカイ
9731,白洋舎
9733,ナガセ
9734,精養軒
9735,セコム
9739,日本システムウエア
9740,セントラル警備保障
9742,アイネス
9743,丹青社
9744,メイテック
9746,ＴＫＣ
9749,富士ソフト
9753,アイエックス・ナレッジ
9755,応用地質
9757,船井総研ホールディングス
9759,ＮＳＤ
9760,進学会ホールディングス
9761,東海リース
9763,丸紅建材リース
9765,オオバ
9766,コナミホールディングス
9767,日建工学
9768,いであ
9769,学究社
9776,札幌臨床検査センター
9778,昴
9780,ハリマビステム
9782,ディーエムエス
9783,ベネッセホールディングス
9787,イオンディライト
9788,ナック
9790,福井コンピュータホールディングス
9791,ビケンテクノ
9793,ダイセキ
9795,ステップ
9799,旭情報サービス
9810,日鉄物産
9812,テーオーホールディングス
9816,ストライダーズ
9818,大丸エナウィン
9820,エムティジェネックス
9823,マミーマート
9824,泉州電業
9827,リリカラ
9828,元気寿司
9830,トラスコ中山
9831,ヤマダホールディングス
9832,オートバックスセブン
9835,ジュンテンドー
9837,モリト
9842,アークランドサカモト
9843,ニトリホールディングス
9845,パーカーコーポレーション
9846,天満屋ストア
9849,共同紙販ホールディングス
9850,グルメ杵屋
9852,ＣＢグループマネジメント
9853,銀座ルノアール
9854,愛眼
9856,ケーユーホールディングス
9857,英和
9861,吉野家ホールディングス
9867,ソレキア
9869,加藤産業
9872,北恵
9873,日本ＫＦＣホールディングス
9876,コックス
9878,セキド
9880,イノテック
9882,イエローハット
9885,シャルレ
9887,松屋フーズホールディングス
9888,ＵＥＸ
9889,ＪＢＣＣホールディングス
9890,マキヤ
9895,コンセック
9896,ＪＫホールディングス
9900,サガミホールディングス
9902,日伝
9903,カンセキ
9904,ベリテ
9906,藤井産業
9908,日本電計
9913,日邦産業
9914,植松商会
9919,関西フードマーケット
9927,ワットマン
9928,ミロク情報サービス
9929,平和紙業
9930,北沢産業
9932,杉本商事
9934,因幡電機産業
9936,王将フードサービス
9941,太洋物産
9945,プレナス
9946,ミニストップ
9948,アークス
9950,ハチバン
9955,ヨンキュウ
9956,バローホールディングス
9959,アシードホールディングス
9960,東テク
9962,ミスミグループ本社
9964,アイ・テック
9967,堺商事
9969,ショクブン
9972,アルテック
9973,小僧寿し
9974,ベルク
9976,セキチュー
9977,アオキスーパー
9978,文教堂グループホールディングス
9979,大庄
9980,ＭＲＫホールディングス
9982,タキヒヨー
9983,ファーストリテイリング
9984,ソフトバンクグループ
